batch index,sentence NUCLE ID,original_text,is perfect,original_language
1,127593,"It not only generate 50 % more electricity more than conventional plants from the same amount of fuel, but can also split hydrogen from water, which is another fuel for the future.",False,english
1,110615,"If designers have designed an instrument to show the process of cooling circuit, then operators may know that the valve had not been closed, and this disaster may be prevented.",False,english
1,47076,"Singapore being a safe country with no natural disaster and previous records of terrorism, foreign investors will feel safer in setting up their businesses here.",False,english
1,3094,This problem curbs the development of engineering design process at the very beginning.,False,english
1,54708,Some people think about it as a burden to national economy which is to spend a lot on pension as well as health issues while other people of pessimistic opinion argue that old people have the right to enjoy public money.,False,english
1,97150,"(Balaji, 1999) It is expected for the aging population to continue increasing for the next few years.",False,english
1,69303,One of the reasons why videophone could not become popular is that there were technical problems.,False,english
1,28783,"What is more, a prosperous economy can also foster further technological invention, medical innovation as well as educational improvement which all are considered as important factors alleviating the aging process.",False,english
1,52439,"In medical science, there has been a promising break-through research in finding the application of stem cells in anti-aging issue.",False,english
1,88210,"Thus, we only applied our knowledge in examination, without applying it in real-life situations.",False,english
1,53207,"As such, this has increase the need for public spending on the aged in order to fund for the needs of the elderly, such as the construction of the elderly facilities and healthcare subsidies.",False,english
1,144271,"The CPF policy may provide cover for the elderly, but they will not be able to use it wisely if the state does not provide useful information or advices in its usage.",False,english
1,69468,"Well, in order to have a better transportation, design processes are needed to fulfill the need.",False,english
1,964,"As a result, research and development in these fields have become way costlier compared to previous years.",False,english
1,8399,"We need to follow the step two, analyze all the factors and decide which one we want to choose.",False,english
1,104227,"They may take consideration of Fixed Guard design (Singapore Polytechnic, 2008), this design have no moving parts and prevent access to dangerous parts at all times by enclosing the hazardous operation completely.",False,english
1,18448,"Thus, they can explain the implications of the results more precisely to the family members.",False,english
1,142141,"In addition, Shuwen Wang (2005) also pointed out that "" improved control rods and reserve shutdown systems are capable of terminating fission process to control reactivity "" (Very High Temperature Reactor Safety Characteristics, p. 10).",False,english
1,105480,Research had shown that the radioactivity that is produced by the nuclear waste under the ground is equivalent to the radioactivity emitted by the cosmic rays.,False,english
1,127000,The government will also subsidize for the cost of the system and also for people who is in need of financial help.,False,english
